arxiv_id	published	updated	pillar	branch	title	authors	categories	inclusion_note	source_url	pdf_url	local_file	abstract
2604.03993	2026-04-05	2026-04-05	training	post-training/noisy rewards	Can LLMs Learn to Reason Robustly under Noisy Supervision?	Shenzhi Yang; Guangcheng Zhu; Bowen Song; Sharon Li; Haobo Wang; Xing Zheng; Yingfan Ma; Zhongqi Chen; Weiqiang Wang; Gang Chen	cs.LG; cs.AI	Online label refinement improves ID and OOD reasoning under noise	https://arxiv.org/abs/2604.03993	https://arxiv.org/pdf/2604.03993	paper/2026/2604.03993_can_llms_learn_to_reason_robustly_under_noisy_supervision.pdf	Reinforcement Learning with Verifiable Rewards (RLVR) effectively trains reasoning models that rely on abundant perfect labels, but its vulnerability to unavoidable noisy labels due to expert scarcity remains critically underexplored. In this work, we take the first step toward a systematic analysis of noisy label mechanisms in RLVR. In contrast to supervised classification, most RLVR algorithms incorporate a rollout-based condition: a label's influence on training is contingent on whether the current policy can generate rollouts that realize it, a property that naturally extends to noisy labels. Based on this observation, we distinguish two types of noise: inactive noisy labels, which reduce data efficiency, and active noisy labels, which are reinforced and risk skewing the model toward incorrect distributions. From experiments on training with noisy samples, we identify an Early Correctness Coherence phenomenon: although noisy samples begin to lag behind in later stages, accuracy on both clean and noisy samples increases similarly in early training. Motivated by this dynamic, we propose Online Label Refinement (OLR), which progressively corrects potentially noisy labels with majority-voted answers when two conditions hold: a positive slope in the majority answer's rollout pass rate and stable historical consistency across updates, enabling gradual self-correction as the policy improves. We evaluate OLR on six in-distribution mathematical reasoning benchmarks (AIME24/25, AMC, MATH-500, Minerva, and Olympiad) and three out-of-distribution tasks (ARC-c, GPQA-diamond, and MMLU-pro). Across noise ratios from 0.1 to 0.9, OLR consistently improves robustness under both inactive and active noisy-label settings, achieving average gains of 3.6% to 3.9% on in-distribution benchmarks and 3.3% to 4.6% on out-of-distribution evaluations.
2602.02405	2026-02-02	2026-06-03	training	post-training/self-distillation	Making Expert Reasoning Learnable with Self-Distillation	Ethan Mendes; Jungsoo Park; Alan Ritter	cs.LG; cs.AI	Aligns expert solutions to the student distribution	https://arxiv.org/abs/2602.02405	https://arxiv.org/pdf/2602.02405	paper/2026/2602.02405_making_expert_reasoning_learnable_with_self_distillation.pdf	Improving the reasoning capabilities of large language models (LLMs) typically relies either on the model's ability to sample a correct solution to be reinforced or the existence of a stronger model able to solve the problem. However, many difficult problems remain intractable for even current frontier models, preventing the extraction of valid training signals. A promising alternative is to leverage high-quality expert human solutions, yet naive imitation of this data fails because it is fundamentally out-of-distribution: expert solutions are typically didactic, containing implicit reasoning gaps intended for human readers rather than computational models. Furthermore, high-quality expert solutions are expensive, necessitating generalizable, sample-efficient training methods. We propose Distribution Aligned Imitation Learning (DAIL), a two-step self-distillation method that bridges the distributional gap by first transforming expert solutions into detailed, in-distribution reasoning traces and then applying a contrastive objective to focus learning on expert insights and methodologies. We find that DAIL can leverage fewer than 1000 high-quality expert solutions to achieve up to 31% pass@128 gains on Qwen2.5-Instruct and Qwen3, double reasoning efficiency, and enable out-of-domain generalization.
2601.21909	2026-01-29	2026-05-28	training	post-training/SFT plus RL	From Meta-Thought to Execution: Cognitively Aligned Post-Training for Generalizable and Reliable LLM Reasoning	Shaojie Wang; Liang Zhang	cs.AI; cs.CL	Separates abstract strategies from instance-specific execution	https://arxiv.org/abs/2601.21909	https://arxiv.org/pdf/2601.21909	paper/2026/2601.21909_from_meta_thought_to_execution_cognitively_aligned_post_training_for_gen.pdf	Current LLM post-training methods optimize complete reasoning trajectories through Supervised Fine-Tuning (SFT) followed by outcome-based Reinforcement Learning (RL). While effective, a closer examination reveals a fundamental gap: this approach does not align with how humans actually solve problems. Human cognition naturally decomposes problem-solving into two distinct stages: first acquiring abstract strategies (i.e., meta-knowledge) that generalize across problems, then adapting them to specific instances. In contrast, by treating complete trajectories as basic units, current methods are inherently problem-centric, entangling abstract strategies with problem-specific execution. To address this misalignment, we propose a cognitively-inspired framework that explicitly mirrors the two-stage human cognitive process. Specifically, Chain-of-Meta-Thought CoMT focuses supervised learning on abstract reasoning patterns without specific executions, enabling acquisition of generalizable strategies. Confidence-Calibrated Reinforcement Learning (CCRL) then optimizes task adaptation via confidence-aware rewards on intermediate steps, preventing overconfident errors from cascading and improving execution reliability. Experiments across four models and ten benchmarks show 2.10% and 3.86% improvements in-distribution and out-of-distribution respectively over standard methods, while remaining highly robust to variations in teacher model selection, optimization methods, and symbolic perturbations.
2602.10815	2026-02-11	2026-02-11	training	post-training/SFT versus RL	Why Does RL Generalize Better Than SFT? A Data-Centric Perspective on VLM Post-Training	Aojun Lu; Tao Feng; Hangjie Yuan; Wei Li; Yanan Sun	cs.CV; cs.LG	Data difficulty explains part of the VLM OOD generalization gap	https://arxiv.org/abs/2602.10815	https://arxiv.org/pdf/2602.10815	paper/2026/2602.10815_why_does_rl_generalize_better_than_sft_a_data_centric_perspective_on_vlm.pdf	The adaptation of large-scale Vision-Language Models (VLMs) through post-training reveals a pronounced generalization gap: models fine-tuned with Reinforcement Learning (RL) consistently achieve superior out-of-distribution (OOD) performance compared to those trained with Supervised Fine-Tuning (SFT). This paper posits a data-centric explanation for this phenomenon, contending that RL's generalization advantage arises from an implicit data filtering mechanism that inherently prioritizes medium-difficulty training samples. To test this hypothesis, we systematically evaluate the OOD generalization of SFT models across training datasets of varying difficulty levels. Our results confirm that data difficulty is a critical factor, revealing that training on hard samples significantly degrades OOD performance. Motivated by this finding, we introduce Difficulty-Curated SFT (DC-SFT), a straightforward method that explicitly filters the training set based on sample difficulty. Experiments show that DC-SFT not only substantially enhances OOD generalization over standard SFT, but also surpasses the performance of RL-based training, all while providing greater stability and computational efficiency. This work offers a data-centric account of the OOD generalization gap in VLMs and establishes a more efficient pathway to achieving robust generalization. Code is available at https://github.com/byyx666/DC-SFT.
2602.02518	2026-01-24	2026-05-26	training	post-training/curriculum	GraphDancer: Training LLMs to Explore and Reason over Graphs via Two-Stage Curriculum Post-Training	Yuyang Bai; Zhuofeng Li; Ping Nie; Jianwen Xie; Yu Zhang	cs.LG; cs.AI; cs.CL	Graph curriculum transfers exploration and reasoning to unseen domains	https://arxiv.org/abs/2602.02518	https://arxiv.org/pdf/2602.02518	paper/2026/2602.02518_graphdancer_training_llms_to_explore_and_reason_over_graphs_via_two_stag.pdf	Large language models (LLMs) increasingly rely on external knowledge to improve factuality, yet many real-world knowledge sources are organized as heterogeneous graphs rather than plain text. Reasoning over such graphs requires models to follow schema-defined relations through precise function calls and to aggregate evidence across multiple rounds of interaction. We propose GraphDancer, a two-stage post-training framework that teaches LLMs to reason over graphs by interleaving natural-language reasoning with graph function execution. The first stage teaches the model how to interact with the graph under rule-based rewards, while the second stage further teaches it to prefer more grounded and efficient interaction trajectories. The key novelty of GraphDancer is a graph-aware curriculum that organizes both stages by the structural complexity of information-seeking trajectories, progressively increasing task difficulty during training. We evaluate GraphDancer on a multi-domain benchmark by training on one domain only and testing on unseen domains and out-of-distribution question types. Despite using only a 3B backbone, GraphDancer outperforms baselines equipped with larger/stronger backbones, demonstrating robust cross-domain generalization of graph exploration and reasoning skills. Our code can be found at https://github.com/leopoldwhite/GraphDancer.
2505.03981	2025-05-06	2025-05-06	training	post-training/cross-modal transfer	X-Reasoner: Towards Generalizable Reasoning Across Modalities and Domains	Qianchu Liu; Sheng Zhang; Guanghui Qin; Timothy Ossowski; Yu Gu; Ying Jin; Sid Kiblawi; Sam Preston; Mu Wei; Paul Vozila; Tristan Naumann; Hoifung Poon	cs.AI; cs.CL; cs.LG	Text-only post-training transfers across modalities and domains	https://arxiv.org/abs/2505.03981	https://arxiv.org/pdf/2505.03981	paper/2025/2505.03981_x_reasoner_towards_generalizable_reasoning_across_modalities_and_domains.pdf	Recent proprietary models (e.g., o3) have begun to demonstrate strong multimodal reasoning capabilities. Yet, most existing open-source research concentrates on training text-only reasoning models, with evaluations limited to mainly mathematical and general-domain tasks. Therefore, it remains unclear how to effectively extend reasoning capabilities beyond text input and general domains. This paper explores a fundamental research question: Is reasoning generalizable across modalities and domains? Our findings support an affirmative answer: General-domain text-based post-training can enable such strong generalizable reasoning. Leveraging this finding, we introduce X-Reasoner, a vision-language model post-trained solely on general-domain text for generalizable reasoning, using a two-stage approach: an initial supervised fine-tuning phase with distilled long chain-of-thoughts, followed by reinforcement learning with verifiable rewards. Experiments show that X-Reasoner successfully transfers reasoning capabilities to both multimodal and out-of-domain settings, outperforming existing state-of-the-art models trained with in-domain and multimodal data across various general and medical benchmarks (Figure 1). Additionally, we find that X-Reasoner's performance in specialized domains can be further enhanced through continued training on domain-specific text-only data. Building upon this, we introduce X-Reasoner-Med, a medical-specialized variant that achieves new state of the art on numerous text-only and multimodal medical benchmarks.
2506.09433	2025-06-11	2025-06-11	training	post-training/causal debiasing	Mitigating Spurious Correlations in LLMs via Causality-Aware Post-Training	Shurui Gui; Shuiwang Ji	cs.LG	Causal decomposition improves OOD formal and logical reasoning	https://arxiv.org/abs/2506.09433	https://arxiv.org/pdf/2506.09433	paper/2025/2506.09433_mitigating_spurious_correlations_in_llms_via_causality_aware_post_traini.pdf	While large language models (LLMs) have demonstrated remarkable capabilities in language modeling, recent studies reveal that they often fail on out-of-distribution (OOD) samples due to spurious correlations acquired during pre-training. Here, we aim to mitigate such spurious correlations through causality-aware post-training (CAPT). By decomposing a biased prediction into two unbiased steps, known as \textit{event estimation} and \textit{event intervention}, we reduce LLMs' pre-training biases without incurring additional fine-tuning biases, thus enhancing the model's generalization ability. Experiments on the formal causal inference benchmark CLadder and the logical reasoning dataset PrOntoQA show that 3B-scale language models fine-tuned with CAPT can outperform both traditional SFT and larger LLMs on in-distribution (ID) and OOD tasks using only 100 ID fine-tuning samples, demonstrating the effectiveness and sample efficiency of CAPT.
2502.11525	2025-02-17	2025-05-19	training	post-training/length transfer	Beyond Single-Task: Robust Multi-Task Length Generalization for LLMs	Yi Hu; Shijia Kang; Haotong Yang; Haotian Xu; Muhan Zhang	cs.CL	Rule-following supervision transfers length generalization across tasks	https://arxiv.org/abs/2502.11525	https://arxiv.org/pdf/2502.11525	paper/2025/2502.11525_beyond_single_task_robust_multi_task_length_generalization_for_llms.pdf	Length generalization, the ability to solve problems longer than those seen during training, remains a critical challenge for large language models (LLMs). Previous work modifies positional encodings (PEs) and data formats to improve length generalization on specific symbolic tasks such as addition and sorting. However, these approaches are fundamentally limited to special tasks, often degrading general language performance. Furthermore, they are typically evaluated on small transformers trained from scratch on single tasks and can cause performance drop when applied during post-training stage of practical LLMs with general capabilities. Hu et al., (2024) proposed Rule-Following Fine-Tuning (RFFT) to improve length generalization in the post-training stage of LLMs. Despite its compatibility with practical models and strong performance, RFFT is proposed for single tasks too, requiring re-training for each individual task with extensive examples. In this paper, we study length generalization in multi-task settings and propose Meta Rule-Following Fine-Tuning (Meta-RFFT), the first framework enabling robust cross-task length generalization. As our first contribution, we construct a large length generalization dataset containing 86 tasks spanning code execution, number processing, symbolic and logical reasoning tasks, beyond the common addition or multiplication tasks. Secondly, we show that cross-task length generalization is possible with Meta-RFFT. After training on a large number of tasks and instances, the models achieve remarkable length generalization ability on unseen tasks with minimal fine-tuning or one-shot prompting. For example, after fine-tuning on 1 to 5 digit addition, our 32B model achieves 95% accuracy on 30 digit addition, significantly outperforming the state-of-the-art reasoning models (DeepSeek-R1-671B: 72%), despite never seeing this task during RF-pretraining.
2608.05254	2026-08-05	2026-08-05	inference	prompt decomposition	Constraint-First Reasoning: A Training-Free Protocol for Exploiting Answer-Space Constraints in Mathematical Problem Solving	Hongbo Ma; Bangji Yang; Yunqian Selina Cheng; Jiajun Fan; Hanwen Zhang; Ge Liu	cs.CL; cs.SC	Extract constraints before solving	https://arxiv.org/abs/2608.05254	https://arxiv.org/pdf/2608.05254	paper/2026/2608.05254_constraint_first_reasoning_a_training_free_protocol_for_exploiting_answe.pdf	Large language models can derive a plausible mathematical object yet still violate explicit requirements--for example, by omitting a modular reduction, returning a non-integer, or using the wrong encoded answer form. We introduce Constraint-First Reasoning (CFR), a training-free two-stage prompting protocol: Stage 1 extracts and summarizes constraints entailed by the problem, and Stage 2 solves while checking intermediate and final results against that summary. Routed-CFR activates the two-stage protocol only when a text-only regex router detects restrictive cues; otherwise it uses direct chain-of-thought (CoT). Across AIME, CMIMC, BRUMO, and AIMO_AMC, the method improves direct CoT on multiple backbones. We further report convention-controlled routing experiments, matched prompting baselines, problem-level paired tests, decoding robustness, constraint-quality audits, total-token accounting, and an OlympiadBench evaluation. These analyses position CFR as a targeted test-time intervention whose benefit depends on recoverable constraints and reliable Stage 1 extraction, rather than as a general-purpose replacement for mathematical reasoning.
2607.21453	2026-07-23	2026-07-24	inference	error-localized search	Test-Time Scaling via Error Localization	Rajiv Shailesh Chitale; Rahul Madhavan; Taneesh Gupta; Deepanway Ghosal; Aravindan Raghuveer	cs.LG	Reuse valid prefixes after feedback-localized errors	https://arxiv.org/abs/2607.21453	https://arxiv.org/pdf/2607.21453	paper/2026/2607.21453_test_time_scaling_via_error_localization.pdf	Scaling inference-time computation has emerged as a reliable method to improve the performance of large language models on complex reasoning and programming tasks. However, standard approaches such as independent sampling and sequential multi-turn refinement operate without token-level credit assignment, resulting in computational inefficiency, since valid reasoning prefixes are frequently discarded. In this work, we introduce Test-Time Scaling via Error Localization (TTEL), an inference-time algorithm that utilizes fixed or environment feedback to perform token-level error localization. By comparing conditional probabilities under informed feedback against a null-context baseline, TTEL isolates the step at which an error occurred. The algorithm then truncates the trajectory and branches a new generation, maximally reusing the valid prefix. Extensive evaluations demonstrate that TTEL establishes strictly dominating Pareto frontiers across sequential reasoning domains, measured by pass-at-k vs. generated-token cost. With Qwen3-8B on LiveCodeBench, TTEL attains a pass@64 of 71.0% while generating approximately half as many tokens as independent sampling (360.4k vs. 735.0k). Generalizing to math benchmarks AIME-2025 and HMMT-2025, TTEL cleanly outperforms competing test-time baselines across both Qwen3-8B and Qwen3-4B-Thinking-2507.
2607.17188	2026-07-19	2026-08-11	inference	monitoring and control	UPAIR: Diagnosing Reasoning States via Uncertainty-Progress Alignment for Selective Intervention	Cheng Yan; Zhijun Fan; Guangyang Ye; Fan Xu; Xiang Xia; Yawei Wang; Wuyang Zhang	cs.AI	Uncertainty-progress signals choose continue, switch, or stop	https://arxiv.org/abs/2607.17188	https://arxiv.org/pdf/2607.17188	paper/2026/2607.17188_upair_diagnosing_reasoning_states_via_uncertainty_progress_alignment_for.pdf	While test-time scaling improves the problem-solving ability of large reasoning models (LRMs) through additional inference-time computation, it can also exacerbate overthinking and underthinking, which we formulate as reasoning state--action mismatch. Resolving this mismatch requires reliable reasoning state diagnosis, yet single-signal monitors provide ambiguous evidence, while steering-based controllers often rely on outcome-labeled supervision or model-specific calibration. We introduce the Uncertainty--Progress Alignment Hypothesis, which posits that the relative transition timing of proxy answer uncertainty and latent reasoning progress distinguishes healthy, stagnant, and ready states that warrant different subsequent actions. Building on this insight, we propose UPAIR, a training-free framework that couples lightweight uncertainty monitoring with event-triggered joint diagnosis and maps the resulting state to native continuation, selective strategy switching, or verification-guided stopping. Across three LRMs and five cross-domain benchmarks, the stagnation diagnosis detects 64.3% of natural errors while flagging only 5.4% of correct samples, revealing a dynamic reasoning regularity shared across models and tasks. End to end, UPAIR improves accuracy by up to 16.67 percentage points and reduces generated tokens by up to 29.64%, demonstrating the effectiveness of its integrated diagnosis and intervention, while online diagnosis costs less than 1% of natural-generation time.
2607.06974	2026-07-08	2026-07-08	inference	memory	MILES: Modular Instruction Memory with Learnable Selection for Self-Improving LLM Reasoning	Ruilin Tong; Dong Gong	cs.CL; cs.LG	Reusable modular instruction memory at test time	https://arxiv.org/abs/2607.06974	https://arxiv.org/pdf/2607.06974	paper/2026/2607.06974_miles_modular_instruction_memory_with_learnable_selection_for_self_impro.pdf	Large language models (LLMs) increasingly improve their reasoning at test time via additional computation, yet most existing works treat each problem in isolation. When problems arrive sequentially, accumulating reusable experience across them can further improve performance. Existing memory-based methods either store whole-solution templates that generalize poorly to novel problems or use heuristic step-level selection that is not optimized for final-answer correctness. Learning selection policies requires large-scale training data and fixed action spaces, making such approaches unsuitable for test-time settings where memory expands incrementally and only limited supervision is available. We propose MILES (Modular Instruction Memory with LEarnable Selection for self-improving LLM reasoning), a framework that dynamically expands step-wise memory and applies correctness-optimized memory composition under realistic test-time constraints. MILES maintains modular memory units consisting of asymmetric pairs of sub-goal embeddings and sub-instructions, each associated with a learnable selection head. This memory structure enables a coarse-to-fine retrieval mechanism: The coarse level enables memory expansion and collects supervision for training selection heads from confident samples, while the fine stage applies learned selection heads to rerank coarse-level candidates and guide reasoning for uncertain samples. MILES consistently matches or outperforms prior methods while achieving superior accuracy-efficiency tradeoffs. Extensive experiments demonstrate its effectiveness, robustness, and transferability.
2605.16410	2026-05-13	2026-05-13	inference	hint routing	Test-Time Hinting for Black-Box Vision-Language Models	Kaihua Hou; Abhijith Varma Mudunuri; Jiaxing Qiu; Roxana Daneshjou; Thomas Hartvigsen; Ahmed Alaa	cs.CV	Black-box hints transfer across benchmarks and VLMs	https://arxiv.org/abs/2605.16410	https://arxiv.org/pdf/2605.16410	paper/2026/2605.16410_test_time_hinting_for_black_box_vision_language_models.pdf	"Test-time scaling (TTS) methods have proven highly effective for LLMs, yet their application to vision-language models (VLMs) remains relatively underexplored. Existing VLM TTS methods largely require open-weight model access or expensive repeated sampling, and are evaluated primarily on multimodal mathematical and scientific reasoning benchmarks rather than general visual understanding tasks. In this paper, we propose Test-Time Hinting, a method that improves VLM performance via a single VLM call and requiring only black-box API access, which makes it broadly applicable to frontier closed-weight models. Our method is motivated by the observation that VLM errors tend to cluster around recurring failure patterns. We therefore train a lightweight hint generator model to predict, for a given test input, which ""hint"" should be prepended to the prompt, providing targeted contextual or procedural guidance that steers the VLM away from its characteristic failure modes. We show that Test-Time Hinting improves the accuracy of multiple closed-weight VLMs on natural-image VQA benchmarks and that these gains generalize to unseen benchmarks and VLMs without retraining the hint generator."
2605.09853	2026-05-11	2026-05-11	training	post-training/exploration	Exploration-Driven Optimization for Test-Time Large Language Model Reasoning	Changhao Li; Yuchen Zhuang; Chenxiao Gao; Haotian Sun; Rushi Qiang; Chao Zhang; Bo Dai	cs.LG	Preserves policy diversity needed by inference-time sampling	https://arxiv.org/abs/2605.09853	https://arxiv.org/pdf/2605.09853	paper/2026/2605.09853_exploration_driven_optimization_for_test_time_large_language_model_reaso.pdf	Post-training techniques combined with inference-time scaling significantly enhance the reasoning and alignment capabilities of large language models (LLMs). However, a fundamental tension arises: inference-time methods benefit from diverse sampling from a relatively flattened probability distribution, whereas reinforcement learning (RL)-based post-training inherently sharpens these distributions. To address this, we propose Exploration-Driven Optimization (EDO), which extends reward-biasing style exploration objectives to iterative post-training and integrates them into standard RL objectives, encouraging greater diversity in sampled solutions while facilitating more effective inference-time computation. We incorporate EDO into iterative Direct Preference Optimization (iDPO) and Group Relative Policy Optimization (GRPO), resulting in two variants: ED-iDPO and ED-GRPO. Extensive experiments demonstrate that both ED-iDPO and ED-GRPO exhibit greater solution diversity and improved reasoning abilities, particularly when combined with test-time computation techniques like self-consistency. Across three in-distribution reasoning benchmarks, EDO achieves a 1.0-1.3\% improvement over the strongest baselines, and delivers an additional 1.5\% average gain on five out-of-distribution tasks. Beyond accuracy, EDO preserves model entropy and stabilizes RL training dynamics, highlighting its effectiveness in preventing over-optimization collapse. Taken together, these results establish EDO as a practical framework for balancing exploration and exploitation in LLM reasoning, especially in settings that rely on test-time scaling.
2604.01430	2026-04-01	2026-04-01	inference	test-time thinking	Improving Latent Generalization Using Test-time Compute	Arslan Chaudhry; Sridhar Thiagarajan; Andrew Lampinen	cs.LG	RL-trained thinking transfers latent deduction to new facts	https://arxiv.org/abs/2604.01430	https://arxiv.org/pdf/2604.01430	paper/2026/2604.01430_improving_latent_generalization_using_test_time_compute.pdf	Language Models (LMs) exhibit two distinct mechanisms for knowledge acquisition: in-weights learning (i.e., encoding information within the model weights) and in-context learning (ICL). Although these two modes offer complementary strengths, in-weights learning frequently struggles to facilitate deductive reasoning over the internalized knowledge. We characterize this limitation as a deficit in latent generalization, of which the reversal curse is one example. Conversely, in-context learning demonstrates highly robust latent generalization capabilities. To improve latent generalization from in-weights knowledge, prior approaches rely on train-time data augmentation, yet these techniques are task-specific, scale poorly, and fail to generalize to out-of-distribution knowledge. To overcome these shortcomings, this work studies how models can be taught to use test-time compute, or 'thinking', specifically to improve latent generalization. We use Reinforcement Learning (RL) from correctness feedback to train models to produce long chains-of-thought (CoTs) to improve latent generalization. Our experiments show that this thinking approach not only resolves many instances of latent generalization failures on in-distribution knowledge but also, unlike augmentation baselines, generalizes to new knowledge for which no RL was performed. Nevertheless, on pure reversal tasks, we find that thinking does not unlock direct knowledge inversion, but the generate-and-verify ability of thinking models enables them to get well above chance performance. The brittleness of factual self-verification means thinking models still remain well below the performance of in-context learning for this task. Overall, our results establish test-time thinking as a flexible and promising direction for improving the latent generalization of LMs.
2608.31067	2026-08-31	2026-08-31	architecture	recurrence and halting	Universal Transformers for Circuit Computations: Perfect Length Generalization in Tiny Transformers	Takuya Ito; Ruchir Puri; Murray Campbell; Parikshit Ram	cs.LG	Circuit reduction with learned shallow-to-unbounded length transfer	https://arxiv.org/abs/2608.31067	https://arxiv.org/pdf/2608.31067	paper/2026/2608.31067_universal_transformers_for_circuit_computations_perfect_length_generaliz.pdf	Learning generalizable algorithmic computations remains a challenge for neural networks, as reflected in persistent failures on compositional and length generalization benchmarks. We present a provably correct, transformer parameterization (with only 280 learnable parameters for Boolean algebra tasks) capable of learning and evaluating problems of any depth or length. We assume inputs are fully parenthesized, well-formed expressions. Our approach conceptualizes algorithmic tasks as circuit models embedded in transformers, enabling depth-1 circuit reduction in a single forward pass. To achieve depth generalization, we introduce a positional encoding that tracks each gate's depth within the circuit, enabling the model to identify evaluable subexpressions at each iteration via masked hard attention, with $O(n)$ per-iteration complexity via linear attention. Combined with an autonomous halting criterion, the model terminates after $d$ iterations for problems of depth $d$, yielding $O(n \cdot d)$ total complexity. We show that training on shallow problem instances (depth 1 and depth 2) effectively recovers interpretable parameters that {\em snap} into place, resulting in exact length generalization. Though we establish that our construction provably evaluates Boolean expressions -- a universal symbolic computation -- of arbitrary length perfectly, in other experiments we also demonstrate that our transformer variant can learn and generalize perfectly (100% accuracy) on other common length generalization benchmarks, including modular arithmetic and ListOps.
2608.18222	2026-08-18	2026-08-18	architecture	recurrent dynamics	Think Shallow, Solve Deep: Controlling Recurrent Dynamics for Reliable Test-Time Depth	Ivan Viakhirev; Kirill Borodin; Amirah Almutairi; Serguei Barannikov; Maxim Abramov; Grach Mkrtchian	cs.LG; cs.CL	Settling regimes predict safe extra test-time depth	https://arxiv.org/abs/2608.18222	https://arxiv.org/pdf/2608.18222	paper/2026/2608.18222_think_shallow_solve_deep_controlling_recurrent_dynamics_for_reliable_tes.pdf	Recurrent-depth reasoners aim to solve harder problems by iterating their update longer at test time, but additional iterations can improve, preserve, or degrade an answer. We show that a measurable property of the trained operator, its finite-time dynamical regime (estimated as settling, marginal, or drifting), indicates which of these occurs. We give a sufficient condition for depth-safety: once an operator's per-step displacement is small relative to the decoder margin, the decoded answer cannot change under further iterations. Empirically, on algorithmic tasks trained from $800$ unaugmented examples per difficulty tier, settling operators do not degrade with added depth, and on some tasks convert it into higher accuracy on harder unseen instances (Sudoku, $0.19$ to $0.34$ past the training horizon). A single terminal fixed-point objective moves the regime and the depth behavior together: removing it induces drift and removes the gains, and adding it to a generic recurrence yields depth-safe extrapolation on carry propagation. We give four operational criteria for useful test-time depth, use them to catalogue failure modes, and, as a consistency check, apply the same measurements to Huginn-3.5B, which falls in the non-settling family.
2608.18171	2026-08-17	2026-08-17	architecture	recurrent tool use	Looped Language Models Improve Compositional Tool Calling	Andrei Cristian Popescu; Haitz Sáez de Ocáriz Borde; Pietro Liò	cs.AI; cs.LG	Looped models improve multi-step compositional tool calling	https://arxiv.org/abs/2608.18171	https://arxiv.org/pdf/2608.18171	paper/2026/2608.18171_looped_language_models_improve_compositional_tool_calling.pdf	Looped language models have shown promising results on reasoning benchmarks, yet their potential for agentic tool use remains largely unexplored. We study this question in compositional tool-calling settings, where models must coordinate multiple API calls, maintain intermediate state, and preserve dependencies across tool interactions. We evaluate native and retrofitted looped language models on API-Bank, BFCL, and NESTful, comparing looped and non-looped models trained under matched supervised fine-tuning recipes and varying recurrent depth at inference time. In controlled experiments, recurrent computation generally benefits compositional and dependency-aware tool use, while providing smaller and more model-dependent gains on isolated API invocation. Accuracy on multi-step tool use generally increases with recurrent depth; adaptive inference, however, achieves a more favorable compute-performance trade-off by allocating additional computation only when needed. Our results suggest that looped language models are a promising architecture for agentic systems that require reliable planning, coordination, and execution of compositional tool use workflows.
2607.18759	2026-07-21	2026-07-21	analysis	theory	Relative Positions Generalize, Absolute Positions Memorize: An Implicit-Bias Account of Length Generalization in Attention	Subham Singh; Ashutosh Mishra; Subha Raut	cs.LG	Implicit bias explains relative-position length transfer	https://arxiv.org/abs/2607.18759	https://arxiv.org/pdf/2607.18759	paper/2026/2607.18759_relative_positions_generalize_absolute_positions_memorize_an_implicit_bi.pdf	Transformers with relative positional encodings often extrapolate to sequences longer than those seen during training, whereas transformers with learned absolute encodings typically do not. This is a robust empirical regularity, and the explanations offered for it so far are chiefly about expressivity, that is, about whether a length-generalizing solution exists. We give an optimization explanation. On a minimal fixed-offset retrieval task that isolates positional selection, the gap is governed by the implicit bias of the trained attention head: among the many solutions that fit short sequences, which one gradient descent actually selects. We prove that rotary encodings make the attention logit a function of relative offset alone, an exact equivariance, so whatever selection rule is learned at training lengths is reproduced verbatim at every longer length. Learned absolute encodings instead leave out-of-range positions unconstrained, and the trained head pins to a fixed absolute position inside the training range. We characterize the learned rotary rule as a low-rank ``carrier'' kernel aligned with the target offset, and we derive the resulting graceful accuracy decay as an attention-dilution law; both predictions are confirmed across seeds and offsets. A linear-attention control shows the mechanism is specific to softmax: without normalization, training selects a min-norm interpolant that does not extrapolate. The phenomenon, the equivariance, and the carrier all transfer to a multi-layer, multi-head transformer trained on a full-sequence length-generalization task. The account connects the implicit bias of attention, implicit bias for extrapolation in recurrent models, and the learning side of the RASP-L conjecture.
2607.07678	2026-07-08	2026-07-08	architecture	positional structure	How Data Shapes RoPE Frequency Usage: From Positional Scale Matching to Length Generalization	Xinyi Wu; Siyuan Liu; Ali Jadbabaie	cs.LG	Training data determines RoPE frequency use and extrapolation	https://arxiv.org/abs/2607.07678	https://arxiv.org/pdf/2607.07678	paper/2026/2607.07678_how_data_shapes_rope_frequency_usage_from_positional_scale_matching_to_l.pdf	Rotary Position Embeddings (RoPE) provide transformers with a fixed grid of positional frequencies, yet trained models use these frequencies highly non-uniformly. We study what determines this frequency usage and propose a data-centered explanation: RoPE frequencies are selected to match the relative-distance structure of the training data. Viewing each frequency as a positional lens, we formalize a field-resolution tradeoff and show that, for a data-induced dependency profile of width $W$, the optimal frequency scales as $1/W$. This frequency-matching principle explains controlled observations on synthetic and text-based data, and suggests that the mid-low frequency bands observed in language models arise from the multi-scale dependency structure of natural language. We further connect frequency selection to position-interpolation-based length generalization: scaling frequencies down expands the effective field while reducing resolution. This helps when longer-context dependencies are approximate dilations of those seen during training, but can fail when relevant dependencies do not scale with context length. Empirically, we show that natural language exhibits approximate self-similarity across positional scales, explaining why test-time frequency scaling can support long-context generalization. Overall, our results identify a data-driven mechanism behind emergent RoPE frequency usage and show that long-context generalization depends on two forms of scale matching: between learned frequencies and training-time dependencies, and between frequency scaling and how those dependencies extend to longer contexts.
